id,name,nick_name,wins,losses,draws,height,weight,reach,stance,dob,splm,str_acc,sapm,str_def,td_avg,td_avg_acc,td_def,sub_avg,dob_datetime,dob_ordinal,strike_efficiency_ratio,win_ratio,total_fights,weighted_strike_efficiency_ratio,sex,fighter_type,estilo,PC1,PC2,ape_index,BMI,BSA
88be62d6c1e6dadb,Jose Ochoa,Kalzifer,8,2,0,170.18,56.7,170.18,Southpaw,2000/12/31,3.01,37,2.33,60,0.43,50,59,1.3,2000-12-31,730485,1.2918454935622317,0.8,3,1.2918454935622317,Male,0,Striker,-0.1095770140471758,-0.6746873876879818,1.0,19.58,1.637
64ad3e3b0efa30bb,Ivan Erslan,,14,5,0,187.96,92.99,182.88,Orthodox,1991/11/15,2.5,44,5.17,55,0.5,20,64,0.0,1991-11-15,727151,0.4835589941972921,0.7368421052631579,2,0.4835589941972921,Male,1,Wrestler,-0.9919034640345991,0.04484927318795511,0.9729729729729729,26.32,2.203
c9587d81e1d33925,Jerome Rivera,Renegade,10,6,0,177.8,56.7,182.88,Southpaw,1995/04/22,3.21,33,2.6,51,0.0,0,40,0.0,1995-04-22,728405,1.2346153846153847,0.625,4,1.2346153846153847,Male,1,Wrestler,-2.095353870995023,-0.14436587350640753,1.0285714285714285,17.94,1.673
65ddc8a9ac4e8531,Keita Nakamura,K-Taro,34,10,2,180.34,77.11,185.42,Southpaw,1984/05/22,2.23,36,3.2,58,1.65,48,63,0.3,1984-05-22,724418,0.6968749999999999,0.7727272727272727,11,0.6968749999999999,Male,0,Striker,-0.006538341322128967,-0.7185693722772447,1.028169014084507,23.71,1.965
73e09f837f3b5ecc,Rogerio Nogueira,Minotouro,23,10,0,187.96,92.99,190.5,Southpaw,1976/06/02,2.43,35,2.34,59,0.64,44,62,0.8,1976-06-02,721507,1.0384615384615385,0.696969696969697,13,1.0384615384615385,Male,1,Wrestler,-0.41374696707705616,-0.8292170483276229,1.0135135135135134,26.32,2.203
6a11e325aa60ad02,Jeff Hughes,Lights Out,10,4,0,187.96,113.4,195.58,Orthodox,1988/05/17,3.95,51,3.67,60,0.71,50,45,0.0,1988-05-17,725874,1.0762942779291553,0.7142857142857143,4,1.0762942779291553,Male,1,Wrestler,0.11725362054341326,1.078130583290577,1.0405405405405406,32.1,2.433
85e26e2468b4e82f,Hayato Sakurai,Mach,38,13,2,170.18,76.2,174.40196348201545,Orthodox,1975/08/24,2.45,49,1.94,59,1.87,69,56,0.3,1975-08-24,721224,1.2628865979381445,0.7450980392156863,1,1.0121438149031123,Male,0,Striker,1.088695363145285,0.03443180635213971,1.0248088111529876,26.31,1.898
36207c58e854cae5,Dashon Johnson,Flyboy,9,2,0,170.18,65.77,174.40196348201545,Orthodox,1988/01/25,1.01,69,3.83,35,0.85,33,63,0.8,1988-01-25,725761,0.26370757180156656,0.8181818181818182,2,0.26370757180156656,Male,0,Striker,0.645105170060552,0.199723341308198,1.0248088111529876,22.71,1.763
9be6020024133293,Cyril Asker,Silverback,9,4,0,182.88,112.04,187.96,Orthodox,1985/12/24,3.35,39,5.82,35,4.41,62,100,0.9,1985-12-24,724999,0.5756013745704467,0.6923076923076923,5,0.5756013745704467,Male,0,Striker,1.8689602141951611,-0.5655580161545155,1.027777777777778,33.5,2.386
fb41432b622992a9,Lukasz Sajewski,Wookie,13,3,0,172.72,70.31,180.34,Orthodox,1990/11/27,2.06,35,3.88,57,1.01,25,66,0.0,1990-11-27,726798,0.5309278350515464,0.8125,3,0.5309278350515464,Male,1,Wrestler,-0.98773466546629,-0.6599928381325119,1.0441176470588236,23.57,1.837
1c86754617d9813a,Roan Carneiro,Jucao,21,11,0,180.34,77.11,193.04,Orthodox,1978/06/02,1.46,46,1.82,62,3.05,42,83,1.4,1978-06-02,722237,0.8021978021978021,0.65625,9,0.8021978021978021,Male,0,Striker,1.1792402640052413,-1.231554907256227,1.0704225352112675,23.71,1.965
029eaff01e6bb8f0,Dustin Poirier,The Diamond,30,10,0,175.26,70.31,182.88,Southpaw,1989/01/19,5.24,50,4.57,52,1.15,35,64,1.2,1989-01-19,726121,1.1466083150984683,0.75,32,1.1466083150984683,Male,1,Wrestler,0.32338478706961593,1.0088590772883617,1.0434782608695652,22.89,1.85
